,序号,领导,标题,类型,领域,状态,创建日期,详细内容
13,17125667,海淀区区长李俊杰,建议在牡丹园地区建立绿地地下停车场,建言,交通,已办理,2023-01-10 16:56:11,前期牡丹园东街东侧和龙翔路北侧建设城市公园绿地时我们已反映过利用绿地建设停车场的建议，但因园林部门拒绝申请调整规划未能实施。目前绿地已完成建设，周边车位紧张的情况仍然较为突出，建议研究立项在城市公园绿地下方建设地下停车场，借鉴回龙观天通苑地区以及马甸公园的建设经验，充分挖掘地下空间增加车位供给，实现空间的集约利用。
14,17102430,海淀区区长李俊杰,海淀区温泉镇黛石东路教育资源严重匮乏,建言,教育,已办理,2023-01-07 15:45:05,北京市多次强调要均衡教育资源，实现市民就近上学。然而，位于海淀区温泉镇黛石东路附近却严重缺乏教育资源。这里有紫郡兰园、山屿湖、万科翡翠云图、水岸家园等多个小区，有上学需求的孩子非常多，然而这附近只有一个中关村一小科学城分校这一个小学，初中高中严重缺乏，尤其严重缺乏九年一贯制或者十二年一贯制学校。这一区域住着这么多市民，有这么多的教育需求，却面临教育资源尤其是优质教育资源严重匮乏的困境，恳请相关部门领导急民之所需，为这一区域引入更多的优质教育。
15,17050483,海淀区区长李俊杰,建议及时拆除体大东路南侧的栅栏，打通断头路,建言,交通,已办理,2022-12-30 11:20:28,12月27日北京海淀公众号报道：自行车专用路南展一期工程已基本实现慢行绕行贯通，具备骑行通行条件。看到这个消息后特别高兴，也特别感谢区委区领导和交通部门的辛苦付出。今早晨特意从体大东路骑车经过，发现体大东路南侧的栅栏看还没有拆除，形成了事实上的断头路。建议及早拆除栅栏，好事办好。
16,16959422,海淀区区长李俊杰,安全隐患,建言,城建,已办理,2022-12-21 09:05:10,很抱歉打扰您！我在往南的西三旗桥南下车的多次被这个变压器碰头！特别是车多的时候，停的这个位置不小心就撞到！个子矮的相对较好！高一点的就一不小心容易碰头！请您找相关部门把变压器升高一些！谢谢！
17,16750883,海淀区区长李俊杰,使用公交站台,建言,交通,已办理,2022-11-27 10:05:04,友谊路上（航天城路段）已修建好的多个标准公交站台，已有10年左右，一直搁置没有使用，成为奇怪的摆设，不知道还要摆设多少年。希望尽早开通使用。
18,16623880,海淀区区长李俊杰,车道沟社区卫生站选址问题反映,建言,医疗,已办理,2022-11-16 10:13:05,小区卫生站在地下室，下雨往里流水，冬天暖气漏水，地下室台阶多，老年人看病取药非常不方便，建议在本小区内选合适地方建卫生站。。本小区是老区，老年人多，用轮椅的多，推小车的多，拐杖多，望领导来看看，尽早解决我们的困难。
19,16501406,海淀区区长李俊杰,请问海淀区悦秀路汽车修理公司五厂腾退问题,建言,城建,已办理,2022-11-07 00:17:10,"领导您好
请问领导海淀区悦秀路汽车修理公司五厂大院何时腾退呢？
汽车修理公司五厂宿舍大院建于上个世纪50年代，早已超负荷建筑多年。墙体开裂，屋顶漏水家常便饭一样。
私搭乱建严重，电线老化。安全隐患令人堪忧。
大院老人众多都盼着国家能腾退，住上新房。
之前大院外还有商业建筑，吃饭和买菜还算方便。
镇政府腾退违建对我们生活现在极为不变。
请求政府考虑我们百姓疾苦。
"
20,16441907,海淀区区长李俊杰,建议尽快给老旧居民楼加装保温层,建言,城建,已办理,2022-11-01 22:39:03,我是玉海园三里19号楼6**住户，我们小区的楼房基本都是2000年建成，没有保温层，家里冬天特别冷。我工作单位所在的石景山区已部分完成老旧居民楼加装保温层的工作，请问咱们海淀区以及玉海园三里小区何时开始加装保温层，谢谢！
21,16427262,海淀区区长李俊杰,海淀区玲珑路基石篮球场场地损坏严重,建言,文娱,已办理,2022-10-31 16:47:56,海淀区玲珑路基石篮球场塑胶场地损坏严重，年久失修导致场地较滑，存在较大安全隐患，建议重新修补一下场地
22,16249295,海淀区区长李俊杰,中关村广场没厕,建言,城建,已办理,2022-10-11 19:38:51,中关村广场没有洗手间百姓群众不方便。去洗手间借用家乐福内部员工洗手间，只有一个坑位洗手间，非常不方便。
23,16216162,海淀区区长李俊杰,请在圆明园公园北侧开一个门方便海淀区北部居民,建言,交通,已办理,2022-10-08 09:12:09,"
圆明园公园的面积比颐和园还要大，但是只有3个大门，北部一个也没有。而颐和园在东南西北总共有6个大门。圆明园的周边比颐和园还要繁华，周边交通压力比较大。东侧是信息路，西侧是圆明园西路，都是比较拥堵的路段。北部居民去圆明园的大门目前走这两侧道路往返需要绕远，极其不便。圆明园公园在清代就有一个大北门，目前在圆明园北侧的中部有一个跨越五环主路的过街桥，如果打开这里开设 一个大门，进入就是福海景区。希望圆明园公园利用此过街桥开设一个北门方便海淀区北部居民出入公园，还可以减轻圆明园东西两侧的交通压力。
"
24,16153977,海淀区区长李俊杰,清河站前的高速路严重影响燕尚园居民晚上休息,建言,城建,已办理,2022-09-29 00:09:48,清河站前高速路夜晚噪音太大，严重影响燕尚园居民休息，建议添加隔音屏障
25,16145925,海淀区区长李俊杰,柳浪家园北里西门早高峰期间建议开放东门,建言,交通,已办理,2022-09-28 09:50:30,柳浪家园北里西门门口为双向两车道，正对上地实验小学树村分校，早高峰交通拥堵，电动车、自行车穿梭存在安全隐患。建议早高峰期间开放东门，分流人员，缓解交通拥堵，降低安全隐患。
26,16084595,海淀区区长李俊杰,公司收费后消失,建言,教育,已办理,2022-09-22 00:49:51,2022年7月底一位自称北京勤*启航教育科技有限公司姓褚的员工（现已离职）打我电话，说可以为我的证书办理入库，当时交了6000块钱，为我的两本证书办理了入库，当时合同上签的是45天能下来，我就可以用，结果至今2022年9月21日，勤*启航那边电话不接信息不回，完全处于一个失联状态，我同时去了黑猫投诉看了看，也有很多人在投诉北京勤*启航教育，望领导，体恤民心，为民做主，还我们一个公道，让北京勤*启航教育对我们做出退款，道歉赔偿。
27,16077473,海淀区区长李俊杰,请尽快解决翠微路9号院6号楼危旧楼问题,建言,城建,已办理,2022-09-21 11:46:33,"您好:北京市海淀区翠微路甲9号院6号楼属干50年代老筒子楼，年久失修，筒子楼没有厨房，厕所也只是全楼公共使用，冬季暖气不热，居民缴纳暖气费，整个冬天空调不能停。多次维修始终找不到问题所在。大约在十多年前就有拆建说法，本楼户口也早已冻结约20年，但始终没有任何推进。多年来老楼每年都会在外表层刷漆，实际上本楼不通煤气，各种下水管道早已老化，从未修缮。去年街道说把翠微路甲9号院6号楼作为试点单位进去改建，街道又以目前资金不到位，未审批为由项目又搁置了一年。希望政府帮助我们百姓早日解决老旧危楼，让我们百姓踏踏实实生活。
以上情况多次我们楼居民已多次反映，但是迄今为止没什么进展，可能这个事情对于一个区，一个市来说不算什么大事，但是对于居住在此的居民来说度如如年，没有什么幸福可言，希望领导能够百忙之中抽出时间来切实推动此事，找能够确实解决此问题的部门来开展此项工作。谢谢。#人民建议#"
28,16061910,海淀区区长李俊杰,遮挡光照，修剪树木。,建言,政务,已办理,2022-09-19 21:43:45,海淀区甘家口小区34楼南侧绿化带有几颗高大树木枝繁叶茂，白天阳光因树木遮挡，二单元一楼中户室内采光很差，白天也需要开灯照明，去年也曾反应过采光问题，今年再次麻烦园林部门彻底修剪一下，感谢领导！辛苦！
29,16054378,海淀区区长李俊杰,请求重视,建言,政务,已办理,2022-09-19 09:55:19,"我是在北京帮助看孩子的一位老人。现居住在颐慧佳园2期。这个小区两轮电动车充电设施严重短缺和按装不合理。只在这个小区东南角和西南角这两个地方安装。小区11号，12号，13号，14号，15号16号,17号,18号楼。前后左右都没有安装充电设施。给生活带来严重不便。只能将电池带回家中充电。存在严重安全隐患。建议在这些楼房的适当位置。增加充二轮电动车设施。望领导在百忙中能够实地派人考察。并督促物业尽快安装充电设施。确保老百姓的安全。谢谢领导。"
30,16047839,海淀区区长李俊杰,冠城大通百旺府垃圾投放点设置扰民,建言,环保,已办理,2022-09-18 13:23:46,冠城大通百旺府19号楼垃圾投放点设置不合理，严重扰民，臭气熏天，距离居民楼太近，在19号楼居民不同意的情况下强行设置。
31,16009884,海淀区区长李俊杰,建议公开小学通过学区房录取比例,建言,教育,已办理,2022-09-14 16:28:50,"区长您好:

在百忙中打扰您，我是海淀区孩子家长，孩子后年上小学。

作为家长我了解海淀区1911学区政策，即买房并不一定能上对应小学，并能理解政策初衷。

但我希望海淀区的各小学能公布学区房录取比例，能让我们学龄父母能理性做出是否购买学区房的决策。

目前虽然推行了学区新政策，但不公布执行的数据，想要知道知名学校录取学生的比例，都是来自房产中介的口中。向教委致电了解，教委说也不知道，没有下文，教委只是说目标就是打击学区房，无法给出数据。

我想透明的政策执行数据是有助于达到政策效果的，数据的公开是有助于公平和减少政策执行摩擦的。大家能基于数据，理性做出自己的选择，能不后悔。


基于此，希望区长能考虑督促教委相关部门公开小学的录取比例概率，如果不方便全社会公开，是否也接受个人数据公开的请求呢。我们作为家长也能通过数据理性决定购房需求，也更有利于学区政策的初衷。

谢谢!"
32,15949501,海淀区区长李俊杰,私自出租地下室,建言,治安,已办理,2022-09-08 09:47:43,"你好！领导，海淀区北三环中路77号北影小区，物业经理私自出租地下室住房，存在安全隐患，都在地下室充电做饭，没有消防通道，没有安全设施。
"
33,15946565,海淀区区长李俊杰,立新社区红四楼水压特别小,建言,城建,已办理,2022-09-07 22:10:39,立新社区水压特别小，洗衣机无法洗衣服，用水也得提前放水，生活极为不便
34,15939692,海淀区区长李俊杰,关于度小满和华育国际合作放款问题,建言,金融,已办理,2022-09-07 10:41:30,"在2016年的时候，刚步入社会找工作期间还是学生的时候，网络上显示有it工作，说可以培训，然后找工作安排就业，每个月4000~8000左右。这些都是前面说的内容，然后后面说要注册一个叫什么度小满的软件，当时不懂，然后让面试官注册了一下，结果注册完他说有个18,000的培训费用，说安排就业以后每个月在工资中抽取，结果当时没注意，他给我注册完直接在度小满上带了18,000的费用，当时以为是在工资中抽取，安排的5个项目的课程只上了4个，后面的说没必要上了，说可以找工作了，结果当时毕业以后成自己找工作了。并且每个月两三千块钱生活费都不够。还要背着人家的每个月差不多1000多到2000块钱的欠款。然后找华宇国际的理论。结果人家公司都搬迁了，都不知道去哪里找。然后度小满贷款就反复的催款，一口气说是我们自己在上面贷的款，这个我们也很冤枉呀。杜小满和华宇国际合作贷的款，然后现在让我们来负责。请问一下，这个我们应该还吗？"
35,15931275,海淀区区长李俊杰,管理足球俱乐部室外足球场探照灯光污染扰民问题,建言,环保,已办理,2022-09-06 13:53:52,"位于笑祖北路南行180米左转足球场（物美超市西南侧450米左右）的爱踢客足球俱乐部夜间21点后仍打开两大盏比赛探照灯，因足球场在居民楼间，探照灯直射进居民卧室房间，亮度严重超标，形成严重光污染，老人无法入睡，婴儿因直射可能造成眼部问题，严重影响附近居民生活休息，侵犯居民相邻权，违反宪法和民法典，经投诉12345等渠道，仍不改正，钻国家空子，利欲熏心，同时降低国家行政机关公信力。 
居民屡次与足球场商家沟通，态度蛮横，表示已经和街道等部门告诉过，政府部门同意他们这样做，投诉谁都没用，后续更是连电话都不接。
作为一个一直就住在明光村的居民，在没有足球场前我们就一直居住，现在突然出现的扰民源头足球场，居民在维护自己合法权益时，竟然要一遍一遍打电话祈求商家，等来的确是接不通或按掉，恳请各位领导能回应居民诉求，还百姓一个安静安宁的生活居住环境#人民建议#"
36,15927486,海淀区区长李俊杰,建议加快中塔路和电视塔西路的实施,建言,城建,已办理,2022-09-06 08:14:48,区长好，我是西钓鱼台嘉园的居民，小区周边交通异常拥堵不便，经咨询规划，小区北侧和东侧有规划道路中塔路和电视塔西路，目前道路用地已腾出，但未见施工，建议加快道路实施，解决小区，空总周边拥堵问题。
37,15907631,海淀区区长李俊杰,求领导做主,建言,教育,已办理,2022-09-03 22:48:51,"尊敬的领导您好：
   北京市**教育科技有限公司在明知我不符合一级消防工程师报名条件的情况下，承诺我可以企业辅助报名，声称这是一条国家提供的绿色通道，并收取我7800元网课费用。后来我了解到所谓的企业辅助报名是违法行为，需要承担巨大的风险，我要求该公司退还我网课费用，该公司拒不退还，藐视法律的尊严。我认为明知我不符合报名条件的情况下，诱导我交学费，并做出虚假承诺，这属于欺诈行为，我要求退还我交的7800元学费，也合情合理。另外该公司收费不开发票，涉嫌偷税漏税，望严查。
   我只是一个普通的市民，7800元是我辛苦挣来的血汗钱，足够让我失眠。我这里保留了所有的聊天和转账记录，为我说过的话负责。希望相关部门能够提供帮助，感激不尽。"
38,15900106,海淀区区长李俊杰,停车位问题,建言,交通,已办理,2022-09-02 23:26:25,本身小区停车位就紧张，0519车位原来是给收废品使用的，疫情以后车位不再使用，物业不作为，不管不顾，让外来车辆霸占，被一个白色车辆霸占，不给小区居民使用，请求协助管理
39,15888961,海淀区区长李俊杰,吸烟问题还是没有解决,建言,旅游,已办理,2022-09-01 21:55:37,海淀区文慧桥东，前一阵我投诉吸烟问题严重，现在还是没有解决。希望相关部门严查。
40,15882361,海淀区区长李俊杰,收取巨额培训费，提供劣质服务,建言,教育,已办理,2022-09-01 09:51:43,参加北京市免费的机器人比赛，北京童*童美科技有限公司金源校区称他们熟知比赛规则，故付13800元参加培训。该机构在北京疫情期间，公然违法疫情防控要求，偷摸把6.7个孩子塞在金源购物中心六层一个不足十平米不带窗户的房间进行所谓培训，一个老师带，同时还要兼顾因为隔离不能来的孩子线上培训，环境恶劣，效果极差。在初赛结果出来近一个月以后，决赛都已经比完的情况下，才告知我初赛结果。质问为什么这么晚告知，说去申诉了，让他们提供网上申诉截图，提供不出来，又改口说组委会刚给他们比赛结果。决赛比完了组委会才给你初赛结果？完全是谎言！比赛中的扣分点是孩子并不知道的规则，在调试时老师说不用管。在比赛中因此被扣分后，又改口说这是默认规则？！
41,15877718,海淀区区长李俊杰,投诉收费行为,建言,企业,已办理,2022-08-31 18:10:02,2022年8月25日，我前往木*护肤造型北京交大东门店剪刘海，店里在没有任何告知的情况下给我会员卡扣掉了180元，而180元是完整剪头发的价格，并非只剪刘海。店长理直气壮说店里今年6月份已经改了收费，剪刘海跟剪头发一个价，但我在这家店消费了三年多剪刘海跟剪头发都不是一个价，我们消费者在完全不知情的情况下店里所以给我们会员划卡扣费，而且店长还说没必要告知我们消费者，我认为存在收费不透明不合理强盗收费的情况，不到三分钟的剪刘海收费180很不合理，望解决，谢谢！而且12345我已经反映问题满7天，没有任何回复也没有任何解决！
42,15820631,海淀区区长李俊杰,关于西五环闵西桥路段加装隔音屏的建议,建言,交通,已办理,2022-08-25 13:25:25,西五环闵西桥路段紧邻门头馨村北二区（150米左右），该居民区夜间持续受噪音困扰，建议环保等部门组织专业环评，测试噪音分贝，如果符合规定尽早在五环该路段安装隔音屏。
43,15820253,海淀区区长李俊杰,请在圆明园公园西北开一道门方便北面居民,建言,交通,已办理,2022-08-25 12:46:24,"领导好：
圆明园北面五环外，居住大量居民，缺少户外场地，特别是傍晚很多人散步、跑步等都在狭窄清河边、路边运动，很不方便。圆明园就在旁边，要2公里才能通过西南角的藻园门进入，很不方便，中老年人不可能去。为了满足“人民对美好生活的向往”，希望政府能在圆明园公园北面偏西开设一道门、修建一条路、架设一座过清河的人行桥，通往小清河北岸，以方便马连洼街道农大南路、圆明园西路一带靠近圆明园的居民利用月票或年票进入圆明园。#人民建议#"
44,15817400,海淀区区长李俊杰,公交站台希望启用,建言,交通,已办理,2022-08-25 08:46:30,友谊路航天城段修建好的多个标准公交站台已经10余年了，为什么一直不启用？至少是一种浪费。希望马上启用，方便交通。#人民建议#
45,15815554,海淀区区长李俊杰,定慧北里“停车难”,建言,治安,已办理,2022-08-24 22:30:28,本人及家庭去年换房到海淀区定慧北里7号楼，小区内车位不足，无法满足业主停车的诉求，小区物业也无计可施。而小区外道路两侧停满了大量外地号牌的“僵尸”车辆，一侧横停，一侧竖停，硬是把本来双向行驶的道路变成了单行道，非常狭窄，几乎每天都会发生“逆行”车辆与正向车辆顶牛，双方发生嘴角的现象。使得小区居民出行、停车都极度焦虑！我也看到了网上有很多类似的留言和求助，希望相关部门能重视该问题，尽快的研究出可行的方案，解决大量小区业主的现实困难。
46,15753264,海淀区区长李俊杰,翠湖北路东延进度咨询,建言,城建,已办理,2022-08-18 08:08:52,领导好，翠湖北路东延3月份完成入户调查后一直杳无音讯。请问进度如何了？立项了？工可了？家里房子老了，要是不拆我们好把房子翻翻，毕竟这么多钱谁也不希望打水漂。
47,15753081,海淀区区长李俊杰,工商大学东区居委会擅自处理居民电动助力自行车,建言,城建,已办理,2022-08-18 07:21:09,我是海淀区甘家口街道工商大学东区甲四楼的居民。8月10日发现本人停放在楼下自行车车棚内的七八成新的电动助力自行车和两辆26尺寸的自行车被工商大学东区居委会组织物业人员清理，擅自拉走做为废旧自行车统一处理变卖。电动助力自行车是我父亲2020年去世前留给本人的遗物，上述车辆均一直在正常使用，只是近两个月天热没有在使用，电动车成色有七八成新。本人第一时间向居委会反馈沟通，并反馈说明“本人前几天没在家、一直在老人家照看老人、没有看到居委会8月5日在楼门口张贴的通知”。并说明了自己车辆的情况，不属于废旧清理车辆范围，明确要求及时告知去向、以便本人找回车辆，居委会主任第一次接听电话后就说你不知道车辆被清理到哪里了。经多次拨打居委会电话，一直拒不告知本人车辆被拉走送往何处。而且，不告知本次组织开展治理的上级情况。居委会主任服务态度恶劣、一直不接我打过去的电话和不回复微信信息，甚至将本人微信拉黑。居委会对本件事情推三阻四，一直没有给出处理情况。并且服务态度不好，迟至今日，没有正式处理情况。在此，本人再次明确要求如下：第一，要求居委会无条件找回上述车辆。第二，确实无法找回，照价赔偿。第三，明确答复：居委会有无权利直接清理并变卖居民自行车。第四，只要是旧自行车，无论是否完好可以正常使用的自行车，居委会都可以清理变卖吗？本人要求给予正式回复。正面回答上述问题。
48,15738059,海淀区区长李俊杰,饭店室外台阶挤占人行道，小学生通行有安全隐患,建言,城建,已办理,2022-08-16 16:21:33,海淀区羊坊店街道辖区的阿里西北美食饭店，位于北蜂窝医院隔着一条马路的西侧，由于该饭店外台阶挤占人行道，行人通行时走机动车道，此处距离羊坊店中心小学大门很近，小学生每天上学放学通过此处时走机动车道存在很大的安全隐患，希望相关部门及时去现场查看，如果此处现状不符合道路或城市规划要求，望及时治理，消除小学生及成人通行此处的安全隐患。
49,15724323,海淀区区长李俊杰,唐家岭新城东区违规装修和违规倾倒建筑垃圾,建言,环保,已办理,2022-08-15 11:01:40,"领导您好，反映如下情况：
  唐家岭新城东区T09小区为海淀区公租房小区，近期合约到期，很多业主不再与政府续约而进行房屋重新装修，大量建筑垃圾未经包装处理就被违规倾倒在小区楼前，导致很多业主汽车轮胎被建筑铁钉损坏。严重违反了政府近期倡导的垃圾分类原则。
       望领导关注处理，感谢。"
50,15723999,海淀区区长李俊杰,用好边角地 修建口袋公园,建言,城建,已办理,2022-08-15 10:32:15,"西三旗后屯路32号院西面，959大厦对面有一块狭长的草地，看起来很适合做口袋公园。
1.冶金社区离附近的小营公园和西三旗公园有一段距离，走路去有点远；
2.这片地平时闲置，草地也少打理；
3.冶金南院和北院都是90年代老楼，小区里面绿地和健身设施不多，建个公园可以改善这片的居住条件；
4.紧邻永泰庄地铁，旁边商场也快开业了，这个地方人流量只会越来越多，公园里设点长椅等设施，也让人有个歇脚的地方。
希望这片空地能得到更好的利用。"
51,15676065,海淀区区长李俊杰,企业购车摇号指标建议,建言,交通,已办理,2022-08-09 14:19:13,"尊敬的海淀区领导、北京小客车指标配置申请相关部门：
    我们是一家集图书策划与图书发行的集团公司，我们各控股公司在北京海淀区，2021年全年实缴入库的企业所得税达到2045万元，2022年目前为止实缴入库的企业所得税达到4580万元。
由于我们是图书行业，按照财政部、税务总局《关于延续宣传文化增值税优惠政策的公告》（2021年第10号公告）精神，自2021年1月1日起至2023年12月31日，免征图书批发、零售增值税，其目的是促进宣传文化事业的发展，故我们一直处于免交增值税的情况，享受着这政策的红利。
   但是在进行小客车指标配置申请时，我公司却因不满足缴纳入库的增值税额要求而被屏蔽在外，用车的需求也无法满足，严重滞约了公司的发展。政府出台指标配置政策时，是为了促进公司发展，故只考核增值税的指标，因为一般情况下，只要交易的产生，就会带来流转税额增值税，如公司继续多投入，就不一定会有经营所得的企业所得税，也就是说，通常有增值税的企业，不一定会有企业所得税，但当有企业所得税时，一定会有增值税（在不免增值税情况下），或者说当公司有了企业所得税时，公司对社会的贡献会更大。故在考核公司小客车指标配置申请时，应综合考虑增值税和企业所得税等税种的综合纳税，不要忽视那些免了增值税却又缴企业所得税的优质的纳税大户对社会的贡献，对此我们特提出建议，建议相关部门在考核北京小客车指标配置申请时，在申请的标准上应考虑综合纳税情况。
以上建议望采纳！"
52,15674972,海淀区区长李俊杰,退款,建言,教育,已办理,2022-08-09 12:04:38,本人自2021年7月10日在北京易*雯学报名职称评聘到现在职称未评下来交付的9800元学费也一直未退款。
53,15674633,海淀区区长李俊杰,花园路社区卫生服务中心夜间施工扰民,建言,治安,已办理,2022-08-09 11:30:06,花园路社区卫生服务中心连续半个多月夜间施工扰民，打过12345，城管来过，也不好使，还是夜间施工，噪音扰民。
54,15650705,海淀区区长李俊杰,海淀区建材城中路与新都路交汇处的道路优化建议,建言,交通,已办理,2022-08-06 08:47:54,"科星路的开通为周边小区居民的出行带来了便利，同时也为建材城路沿线的枫丹丽舍小区带来了出行安全方面的隐患。

1. 建材城中路连接科兴路隧道。北-&gt;南向的非机动车，几乎完全不遵守建材城中路（枫丹丽舍小区东2门）北侧红绿灯规则，随意通行，导致小区出口无法正常出车。行人，自行车，电动车，三轮车，摩托车，甚至由南向北逆行非机动车不间断穿过，严重破坏道路交通的正常秩序，导致小区车辆无法出行；
2. 新都路（东西向）正对枫丹丽舍小区东门。东门作为小区唯一出口，每天早高峰7:00-9:00期间，出门车辆正面遭遇由东向南行驶的大批非机动车和机动车，尤其是大批非机动车行驶到小区出口后进入非机动车道的混乱情况，导致小区车辆无法出行，被迫夹杂在行人，自行车，电动车，三轮车，摩托车，甚至逆行由南向西非机动车之间，经常导致小区内排队十几米的情况
3. 小区东门外原有花园步道，目前被临时用于非机动车道，导致小区门口无缓冲地带，一出门就面临大批非机动车不间断快速通过，对小区居民出行带来安全隐患。同时，严重破坏了小区花园的基础设施。

建议：
1. 是否可将新都路拓宽，或改为西-&gt;东单向行驶路段，除公交车外，其他机动车不可由西向东行驶，可绕行新都路与建材城东路之间联络线或其他方案
2. 建材城中路由北向南非机动车道，希望能尊重枫丹丽舍小区东一门和东二门之间花园步道的原有设计，是否可考虑在现有机动车道中，单独开辟非机动车专用道，引导非机动车按照交通指示灯规范行驶

科星路开通后方便周围社区居民出行的同时，也出现了若干交通事故，尤其是在枫丹丽舍小区门口出现过若干交通事故，以及由于争抢车道而导致的冲突。希望能够通过道路规划优化以及规则的严格实施，提升道路交通通行效率，减少交通事故的发生，并将交通隐患防患于未然。

感谢理解与支持。
"
