,序号,领导,标题,类型,领域,状态,创建日期,详细内容
22,15827192,东城区委书记孙新军,未享受拆迁补偿证明,建言,政务,已办理,2022-08-26 07:17:35,"尊敬的领导，您好！
本人和家庭2020年在北京东城和平里买房（唯一住房），同年户口落到东城区和平里街道。因安徽老家拆迁，家乡政府要求本人所在街道提供在户籍所在地未享受过拆迁补偿的证明，方可拿到相应补偿，并发了公函。相应证明或说明材料在其他省份都能开具。本人与街道沟通多次无果。老家拆迁要材料又有时限要求，就未享受拆迁补偿，老家政府只认街道的证明。恳请政府帮助！"
23,15801883,东城区委书记孙新军,无人管理,建言,治安,已办理,2022-08-23 14:59:45,北京市东城区交道口街道南锣鼓巷主街，无证商贩很多，食品安全问题严重！
24,15764711,东城区委书记孙新军,国子监退租,建言,城建,已办理,2022-08-19 10:42:27,国子监片区前期招标信息是南至交道口东大街，想问一下，在启动国子监一期退租的三个标段后，剩余的南半部分启动时间及计划。
25,15727874,东城区委书记孙新军,东城区房屋土地经营管理中心和平里分中心宿舍楼,建言,城建,已办理,2022-08-15 17:01:30,房管所宿舍属于违章建筑，这个违章已经最少有了五六十年，就在青年湖东里垃圾楼后面，属于危楼，房屋老旧，电线外露老化，如果发生火灾后果难以想象。希望领导可以派人实地考察。这个违章会给小区带来很大的危害！！！
26,15680821,东城区委书记孙新军,上午入职，下午违法辞退,建言,就业,已办理,2022-08-10 01:07:30,"1)8.8日上午去东城区**银行(我被派遣的单位。)参加入职新人培训，我们签了劳动合同，也盖了章，合同两份，一份公司留存，一份给我们。
2)合同的甲方是上海**力企业管理服务有限公司(总部是上海，北京有分公司，这个是第三方外包公司，我领导也是这个公司的，我们被派遣到**银行。
3)8.8日下午，我领导以入职前的“性格测评”不合格为由，告知我不能入职，她拿走了我的合同并销毁(微信有聊天记录)
4)我的诉求是得到赔偿一天工资80多元+违法辞退的补偿金2500元+体检费100多元。目前已经在东城区劳动监察大队投诉，但因为我的合同被领导销毁，因此我认为将工资、赔偿金、体检费要回来的希望降低了很多，特此来领导留言板，希望政府领导能够和甲方约谈，将费用尽早给我!
5)合同甲方的信息、领导拿走我合同的聊天记录都已经上传图片。"
27,15646231,东城区委书记孙新军,关于加强东城新建房屋质量监管的建议,建言,城建,已办理,2022-08-05 16:13:24,"尊敬的孙书记，您好！首先感谢您百忙之中看到我的留言。
我作为永定府的一名业主，非常关注与担心永定府建设的质量与配置，在整个建筑过程中建筑的标准与质量只有开发商清楚，对于广大业主并不是透明的。东城区作为首都功能核心区，是首都功能的核心承载区。在此我诚挚地恳请相关部门的领导，希望相关部门加强对开发商的资金监管，加强永定府和天坛府建设过程中的质量监管，避免开发商在建设过程中减配，避免后续交房后再让业主进行维权，同时如果有可能的话希望能够使整个建筑过程对业主公开化、透明化。
作为一名普普通通的东城区居民，万分感谢东城区的各位领导给区里做出的贡献，让我们的生活变得越来越美好，我们也会一起努力，共同建设好我们的社区！共同打造富美而和谐的东城！
此致，敬礼！"
28,15486840,东城区委书记孙新军,推动龙潭湖公园年票、月票电子化,建言,城建,已办理,2022-07-19 15:11:49,"       书记，您好，目前，证照电子化已经普及全国，北京市绝大多数公园门票（包括月票年票）也实施了电子化改革。北京市内多数公园是免费入园（或下午6点以后免费入园）。我想反映的问题主要是东城区内的龙潭湖公园，反映问题如下：
（1）目前，东城区龙潭湖公园入园单次收费2元。年票和月票仍然是纸质的月票和年票，且办理的时间窗口特别紧（每月月末2天+月初一天），而纸质票一旦丢失，无法续办，只能放弃。这给人民群众带来一定的麻烦。如果能在下午6点以后免票入园最好；如果无法定时免费入园，那么希望推动龙潭湖公园入院电子化，推动年票和月票的网上办理和验票、电子化办理，进一步方便人民群众。
（2）龙潭湖公园面积不大，但是园内公共运动健身空间相对较少。而且没有免费的儿童游玩区，多数场地都用来进行了商业化运行，儿童游玩收费项目众多，价格不菲。这不符合公园的公益性质定位，希望龙潭公园适当增加儿童免费游玩场地。
       希望切实为人民群众着想，推动相关改革。"
29,15472176,东城区委书记孙新军,关于革新里小学直升汇文中学南校区的建议,建言,教育,已办理,2022-07-18 12:06:47,"尊敬的孙书记，您好。
看到之前留言板有家长反馈革小升学通路的问题：
“永外西的学生报名小学时被告知按照就近入学原则进入革新里，而不能去一师附小，现在报名初中时被告知不按就近原则，而是按照历史延习进入较远的十一中分校，由一师附小垮区直升汇文南校区，标准是否存在不统一的情况，要知道现在离革新里小学最近的已经变更为汇文中学南校区了，我们的政策是否应该动态调整呢。保障革新里优先直升汇文中学南校区并不影响家长选择的多样性，而是保障永外西学生就近安全入学以及学区平衡发展的有力举措，希望区教委有关领导能够重视永外西家长的集体关切，勇于将教育公平及便民举措进行到底，不管结局如何，由衷地向走在推动教育公平发展前排的东城教育工作者们点赞，谢谢你们对东城孩子们的辛勤付出。“
想再次恳请相关领导考虑革小的学生能优先升入离家较近的汇文中学南校区。谢谢#人民建议#"
30,15365443,东城区委书记孙新军,安德里北街与黄寺大街丁字路口，请设红绿灯,建言,交通,已办理,2022-07-08 10:23:35,领导，您好。东城区安德里北街与黄寺大街交叉处丁字路口，申请设置红绿灯。该处车流量大，往西是青年湖小学，路口南侧是青年湖公园。事故不止一次发生。今天早上2022.7.8，又有过马路的行人被东西向的汽车撞倒了。恳请设置红绿灯，造福北京一方市民。
31,15260447,东城区委书记孙新军,请领导考虑二孩入学问题,建言,教育,已办理,2022-06-29 13:21:33,北京市已出台鼓励生育“二孩”的政策，随着二孩年龄增长，也到了入学的年纪。根据目前北京东城区的义务教育阶段多校划片政策，二孩入学也需要参加片区内多校的派位，这就有二孩和老大不在同一所小学就读的可能性。小学阶段孩子还不能独立安全自主的上下学，就需要有成年人接送。我们都是双职工家庭，接送孩子都靠年迈的老人，如果两个孩子不在同一个学校，就需要不同时段的多次接送，尤其遇到下雨下雪天气路滑难行，这会对我们家庭造成非常大的影响，并且我了解到，周边有此困扰的家庭也不在少数。请领导考虑，建议尽快出台相关政策，可以根据家长意愿，优先考虑安排二孩子女与头胎子女进入同一学校接受教育。在老大已经入学某个小学的情况下，请将二孩尽量安排在同一个学校，避免家长多次接送孩子的现实困难，切实降低养育子女的困难和负担。
32,15112246,东城区委书记孙新军,小区五楼养鸽子扰民哪个部门管,建言,环保,已办理,2022-06-16 17:07:54,"尊敬的书记您好：
      很高兴您能在百忙的工作时间之余看我的留言信息，我是北京东城区南门仓社区朝内北小街12号楼业主，“受新型冠状病的影响”向政府领导反映小区居民养鸽子扰民，担忧鸽子可能传染疫情，噪声、气味、粪便气味、传染病最让人困扰，希望有关部门关注一下。
      鸽子粪便的气味、粪渣、鸽毛无孔不入，一楼的住户即使关上窗户也能钻进屋中，甚至床上都能落上粪渣，挨着卧室和厨房，这些鸽子毛、鸽子粪便实在让人忍无可忍，一楼地面车棚子上到处都是鸽子粪便，常年如此。
      养鸽户满足兴趣也要顾及邻居感受，居民渴望治理“鸽患”有人“撑腰”，鸽子户在受到邻居们的宽容时也应该及时将“鸽患”从小区中搬出。营造更整洁、安全、卫生、更优美、更舒适的人居环境。"
33,14484192,东城区委书记孙新军,建议疫情期间停止装修,建言,城建,已办理,2022-05-04 17:39:47,"建议疫情期间小区内停止装修：
1、装修人员流动频繁，存在疫情风险；
2、目前全校中小学居家学习，装修噪音严重影响居民生活。"
34,14307386,东城区委书记孙新军,能否为革新里小学调配部分直升汇文中学南校区,建言,教育,已办理,2022-04-24 15:32:32,目前看到区政府的教育资源规划，永外东的宝华里小学要跑到永外西的汇文中学南校区，永外西的革新里小学却要跑到永外东的十一中南校区，请问就近入学的标准是如何划分的？初中的孩子面临的学习压力不小，为何要把时间浪费在走路的路程上，原本革新里小学距离汇文中学南校区步行10分钟，非要规划到永外东步行30分钟，教育资源要均衡可以理解，当初规划完全可以把十一中南校区与汇文中学南校区位置调整，至少是减少了两边孩子的上课路程时间及安全问题，现在既然规划好了就近入学，却从政策上把双方对调，彼此增加20分钟的路程时间浪费，同时降低了上课路途的安全性，试问这样的政策规划是否有悖就近入学原则？也为两边的孩子和家长增加了极大的困扰，恳请区领导能重视便民利民就近入学的宗旨，适当的调配学校资源以满足就近入学的诉求！
35,14244610,东城区委书记孙新军,建议加快推进地铁14号线陶然桥站拆迁工作,建言,交通,已办理,2022-04-20 11:44:25,您好！北京地铁14号线陶然桥站始终处于在建状态，2021年6月陶然桥站周边进行了拆迁施工，至今未完成拆迁工作；轨道交通工程是政府惠及民生的重点项目，陶然桥站周边中海地产广场的职工及其周边小区住户十分关心该站建设工作，对尽早能够就近乘坐地铁通勤的美好生活愿望十分迫切，该站如能尽快完成建设将增加周边通勤人员、住户的通勤幸福指数。近日，经向北京轨道交通公司咨询，项目工期目前仍处于与东城区政府沟通协调阶段，当前该项目面临拆迁等问题东城区政府和轨道交通公司尚未能拿出具体工作方案。建议：一是东城区委加快推动北京地铁14号线陶然桥站周边拆迁工作进度，以便轨道交通公司能够尽快进场施工，完成陶然桥站施工建设工作；二是能否以适当的方式公开项目具体进展及其完成工期时限，便于周边通勤人员了解掌握具体情况。
36,14212170,东城区委书记孙新军,建议,建言,教育,已办理,2022-04-18 11:26:43,现在北京市的小学政策，如果学生上学有呕吐现象，就要回家三天后再复课。建议根据孩子的身体情况随时复课。
37,13880980,东城区委书记孙新军,疫情期间超市经常有人不戴口罩不扫码进入买东西,建言,城建,已办理,2022-03-23 09:52:56,位于夕照寺中街25号楼1楼的鑫***超市，晚上经常有人不戴口罩，不扫健康码随意出入买东西。超市也无人管理给周边带来安全隐患，希望重视监管。特别是晚间超市做不到对疫情防范的重视。
38,13675372,东城区委书记孙新军,建议将东公街64号院住户实施“罐改管”,建言,城建,已办理,2022-03-07 10:17:23,此小区位于鼓楼东大街，人流量密集。住户老人占比较多，家家使用的还是煤气罐，存在一定安全隐患。安全无小事，为保障城市公共安全和人民群众生命财产安全，建议实施“罐改管”。
39,13595097,东城区委书记孙新军,月泉路八家嘉园路段交通信号灯问题,建言,城建,已办理,2022-03-02 19:07:12,为了改善八家嘉园、双清苑、学校地段居民和学生出行安全问题，月泉路八家嘉园路段安装了两处交通信号灯；由于月泉路是通往G7、北五环和毛纺路的最便捷路线，东西向通行的车流越来越大，特别是在早晚高峰期。东西向的交通信号灯通行时间大约是3分钟，而南北向行人通行是26秒，在闲时对南北通行影响不大，但在出行高峰时，会造成南北通行滞留人群很多。等候时间长造成的影响有：1.早上八家小区居民出行到路对面，行人会大量停留在斑马线及路上，影响小区机动车向西出行，同时也占用了非机动车道送孩子小学的人群；2.下午4点到5点半为学校放学时段，接孩子的电动车就把校门口和非机动车全部堵住。由于东西向通行绿灯长亮，即使前向已拥堵，地面上划有的黄色网格线，还是有司机会抢“先机”，就这样东西向一旦变成红灯，好多车就停在了南北通行的路上，这样在26秒下通行更是增加的难度，有的人为了争抢时间，就会对由西向东通行的电动车发生碰撞。建议相关部门前来此处调研，特别是在文中提到的高峰时段，把通行时间设置合理一些，区别忙闲时。另外，最重要的是信号灯中切换信号的按钮根本不能使用，形同虚设。
40,12911385,东城区委书记孙新军,建议王府井附近 多建蹲厕！,建言,城建,已办理,2022-02-15 16:02:01,王府井附近 人流量大，虽然有厕所 但东方新天地里全是坐厕，无一蹲厕，想去蹲厕，只能下地铁站，买票进站如厕。非常不便。
41,12551026,东城区委书记孙新军,东单周边幼儿活动场所,建言,政务,已办理,2022-01-07 11:59:53,东单周边也好几处幼儿园，孩子也不算少，但周边没有适合孩子室外活动的场所及幼小儿童活动设施，希望能考虑增设一些
