,序号,领导,标题,类型,领域,状态,创建日期,详细内容
22,16991218,海淀区委书记王合生,上庄沙阳路口空地规划,建言,城建,已办理,2022-12-23 12:04:13,上庄沙阳路口原来的海发建材市场原来空置了好几年，最近看到好像又再建公园。这个路口周围有五六个小区，还有好几个村子。地理位置本来就偏，已经建了好几个公园了，现在更需要的是一个大型的商场，商圈。方便周边居民采购物资。
23,16919348,海淀区委书记王合生,高层居民违规加盖隔断房做群居放，消防风险巨大,建言,治安,已办理,2022-12-14 21:43:31,北京市海淀区清河毛纺路58号院*号楼*单元1401，将原本的客厅隔开，现在90平的面积内，住了8个人，分别租给了5户，如果发生火灾，人员这么密集，更何况这14层的高楼，请相关部门立即以严厉手段予以管理，马上拆除清退，杜绝发生重大事故隐患
24,16900171,海淀区委书记王合生,北京工作居住证审批时限和审批流程,建言,政务,已办理,2022-12-12 13:01:36,领导，您好，我近期在申领工作居住证，但因为有一项资料上传的时间点不对让重新上传，我以为上传了还是在原来的审核期限内审核，结果竟然就是驳回直接再重新申请，时间又重新计时20个工作日，都是这样的是吗，明明很快就能修改然后上传，又非得重新申请重新开始等待一次，这样我觉得非常浪费时间增加办证人员的等待时间，可不可以需要重新上传的资料进行修改就好审批时限还是在初次申请的范围之内，而不是整体驳回又从头开始申请，因为从头开始申请浪费申请人、审批人的时间和精力，而且希望哪里不符合审批人能一次性说完，不能这次审批是这个人审核了这个不合格，修改后再次申请另一个审核又觉得这不合格，来来回回几次都从头开始的话，这样真没几个人能耗得起，毕竟孩子上学还得用耽误不起。
25,16865286,海淀区委书记王合生,冷泉村宅基地还拆迁吗？,建言,城建,已办理,2022-12-08 00:46:52,距离测量已经有一年的时间了，到底拆还是不拆，如果拆什么时候可以执行
26,16838159,海淀区委书记王合生,安宁庄公交隧道增加隔音罩,建言,城建,已办理,2022-12-05 12:35:09,清河隧道目前正在安装隔音罩，实际该隧道距离居民区较远，而公交隧道则紧邻moma和在建共产房，希望公交隧道同样安装隔音罩，避免噪音影响附近居民生活。
27,16812000,海淀区委书记王合生,加强道路协管员工作的督导检查,建言,交通,已办理,2022-12-02 15:39:02,"在彰化路北侧社区医院的人行道以及农科院南门消防通道处，经常有私家车停靠，协管员巡视工作中对这些车辆熟视无睹，不采取措施，默认放置。既然拿着纳税人纳税的工资就应该认真负责，建议增加督导员岗位，按区域巡视，对于违法停靠车辆协管员不作为者给与岗位考核，停发或少发岗位工资或绩效考核不与发放！交通建言，若建言正确，有关部门自行改进请勿电话联系打搅本人"
28,16708367,海淀区委书记王合生,清河站东北侧空地建议修建防灾休闲公园,建言,城建,已办理,2022-11-23 12:18:59,1.清河站东北侧，最近两年建成小米科技园，元中心科技园，陡增约10万人，加上周边MOMA，燕尚园，智学苑，铭科苑，当代，还有正在建得一大批居民高层，人口密度实在太大了！2.人民群众安全生活、安全工作受到严重挑战。尤其是清河站建成后，没有开阔广场，增加了公共风险，一旦发生意外，后果不堪设想。3.建议将清河站东北侧空地，建成防灾休闲公园。
29,16655120,海淀区委书记王合生,西北旺镇亮甲店九年一贯制学校借址办学,建言,教育,已办理,2022-11-18 16:04:29,您好我是西北旺镇西山锦绣府业主，孩子明年上小学，规划中的九年一贯学校还未启动建设，协调的其他小学离小区距离较远，大概有5公里。能否申请九年一贯学校提前借址办学，使孩子能就近入学。
30,16637309,海淀区委书记王合生,清河小营桥西侧架设人行天桥,建言,交通,已办理,2022-11-17 10:20:57,"领导您好
清河小营桥西侧南北向交通繁忙，尤其是早晚高峰，该路段红绿灯等待时间超长，放行时人车抢行，给过往行人造成出行安全风险，尤其是桥西侧小营西路南北两侧分别有清河菜市场和碧水风荷公园，大部分居民需跨马路来回于菜市场和公园之间，十分不便。
另外年底昌南线清河小营桥地铁站将开通，该地铁站在桥北侧无出入口，届时大量上班族早晚高峰将需要跨马路搭乘地铁，因红绿灯等待而浪费很多时间。
鉴于以上，希望领导可以协调在桥西侧碧水风荷公园往东适当位置架设一座人行天桥，方便行人穿越马路，来往菜市场、公园以及地铁站，大大有利于南北向交通组织。
望领导采纳以上意见。
感谢！"
31,16612868,海淀区委书记王合生,在大运村路北航附中门前增设红绿灯,建言,交通,已办理,2022-11-15 13:06:26," 书记好！
大运村路北航附中门前道路狭窄，路口密集，每天早上上学时段，人流密度大，人车混杂没有分流，骑行人多是中学生，交通规则意识没有那么强，容易发生交通事故。
 
建议在该路口增设红绿灯，保证学生安全、保证通行安全，提升该路口的交通秩序和安全条件。
恳请 书记批复为盼！"
32,16609421,海淀区委书记王合生,垃圾投放点问题,建言,环保,待回复,2022-11-15 09:38:35,投诉垃圾站问题，永丰嘉园新四区十九号楼东侧垃圾站离住户太近，异味、噪音及占道清运垃圾影响居民正常生活，投诉近半年时间了，房管局和镇政府对居民投诉的反馈阴晴不定，一会说给解决问题，一会说不给解决问题，最近一次的答复是不给解决问题。我想问问，垃圾站设在十九号楼东侧，影响的是十九号楼居民的正常生活，你们却说周边几栋楼居民认为垃圾站位置合适，这是什么思维方式？十九号楼居民的权益谁来维护？
33,16578468,海淀区委书记王合生,噪音污染,建言,治安,已办理,2022-11-12 15:34:52,柳林村北口外树林内或者河边旁，每天下午2点开始就有很多退休人员唱歌，带的大音响，外放声音特别大
34,16550263,海淀区委书记王合生,关于清河朱房村拆迁改造后移栽树木的建言,建言,环保,已办理,2022-11-10 12:27:09,"领导好！

近日，登屋顶采柿子眺望美丽村景的时候。听闻，近期朱房面临拆迁改造，很是担心村里果树，古树的命运。
望领导在拆迁的同时，把村里的有价值的树木移栽到未来建好的朱房郊野公园中，这样既保住了绿水青山造福了子孙，也能让这些自然生灵继续守卫保护和祝福这片土地的人们。
同时，朱房村也存有历史古迹汉城墙遗址，请领导在拆迁改造的同时，加强文物保护工作，造福子孙。

请领导研判。"
35,16532463,海淀区委书记王合生,垃圾投放点问题,建言,环保,已办理,2022-11-09 09:17:02,永丰嘉园新四区十九号楼一单元东侧垃圾站位置不合理，离楼住户太近，具体问题：1、厨余垃圾腐臭味（夏天比较严重）；2、每天占道清运垃圾，影响路经居民正常出行；3、垃圾车噪音大，经常是早晨五点多被垃圾车吵醒；4、垃圾站位于小区景观区，破坏景观区的整体协调。对以上问题已投诉二十多次，历时五个多月，问题至今没有解决。期间海淀区房管局和西北旺镇政府相关部门与居民代表有过两次协调，但始终没有解决问题。请海淀区政府介入，督促房管局和西北旺镇尽快解决问题。
36,16481346,海淀区委书记王合生,建议将路铺平,建言,城建,已办理,2022-11-05 13:52:16,您好，海淀善家坟公交车站的过街天桥，靠西边的坡道，在第一段的地方有一处凸起，这个坡道基本上是电动车骑行用的。但是我们小孩子有时候骑车走这里，老人得跟着步行在这个坡道，晚上这里光线不好，有次老人没看见这个凸起，孩子的滑板车被卡了一下，老人也被绊倒了，这个坡道其他连接地方都比较平，只有这个地方有凸起。希望能把此处铺平，防止其他人绊倒。
37,16375803,海淀区委书记王合生,金沟河3号院2号楼楼前道路过窄，希望加宽,建言,城建,已办理,2022-10-25 22:20:16,"金沟河3号院2号楼楼前道路过窄，楼前道路最窄处位于四个单元门，宽度不到3.8米。按本楼居民习惯，机动车停放于道路北侧紧贴绿化，剩余最窄宽度低于2米。
因为道路过窄，车辆进出非常困难，居民不愿或无法将车停入道路深处，转而停在2号楼大门外，造成2号楼唯一进出通道堵塞，夜间此情况尤为突出。同时3号院2、6号楼间唯一进出小区通道高峰期经常性拥堵，2号楼大门外停放车辆也是原因之一。金沟河3号院尚未聘用停车管理公司形成有效有序的停车管理，当遇到突发安全事件，消防通道阻塞将直接威胁到人民群众的生命和财产安全，基层政府应加强对2号楼停车困难引发安全隐患的重视程度。
在此希望街道能牵头相关单位对北侧绿化适当硬化，以此方式解决2号楼前道路狭窄的问题。6号楼楼体外公共区域与2号楼区域规划基本相同，但在数年前的绿植修整中将绿化向北侧硬化了1米左右，方便了居民车辆进出，使得楼前空间得到了有效利用，一定程度上缓解了阻塞大门问题。
综上，建议对2号楼绿化采用相同方式硬化，同时在大门外地面施划禁停标线，提醒居民切勿阻塞消防救援通道。
"
38,16346635,海淀区委书记王合生,海淀青棠湾小区停车位太贵，建议下调,建言,城建,已办理,2022-10-22 13:36:46,你好，我这边是青棠湾的住户，青棠湾属于人才保障性住房，房租确实低于周边小区房租，让我们也享受到了很好的优惠。但是小区的车位比较贵，450元/月，比周围小区都贵，建议下调车位价格。现在小区很多业主都是因为车位贵才不把车子听到车库中，会造成小区周围道路拥堵。麻烦帮忙解决一下，如果每月车位价格降到200，感觉周围交通能缓解，小区车位也能充分利用起来，麻烦帮助处理一下。
39,16336171,海淀区委书记王合生,虚假中专学历退费,建言,教育,已办理,2022-10-21 10:02:52,我在2022年8月8日报名花费了5500元购买了北京市海淀区中关村南大街2号1号楼8层A座9**，人**勤（北京）教育科技有限公司的修中专建筑工程施工学历， 公司承诺不用看书学习只需交钱报名，等一年即可拿到中专建筑专业毕业证，现查询到根本没有任何学籍信息，根本查询不到 联系公司退费 均已失联不予受理，对此不认可。我现在有理由相信区中关村南大街2号1号楼8层A座9**，人*勤（北京）教育科技有限公司虚假宣传、欺骗消费者等行为，希望相关部门协调尽快解决此问题，帮助消费者追回自己的损失
40,16326448,海淀区委书记王合生,建议京新高速南向北方向玉河南路出口早高峰延长,建言,交通,已办理,2022-10-20 09:29:37,京新高速南向北方向，玉河南路出口出来的车比较多，早高峰下高速的车都堵到高速主路上了，交通风险较大。其他方向通行的车比较少，建议延长左转去往玉河路翠湖南路的绿灯时间。
41,16311570,海淀区委书记王合生,马连洼北路尚科办公区前道路行人道,建言,交通,已办理,2022-10-18 15:25:38,海淀区马连洼北路尚科办公区前道路（无名路），目前只有保留了机动车道，人行道、自行车道均未设置。这条路段目前人车流量还是比较大的，建议为行人安全出发，尽快开辟出非机动车道。谢谢！
42,16276407,海淀区委书记王合生,上庄地区急切需要共享单车,建言,交通,已办理,2022-10-14 14:26:07,"1。清泽园，上庄家园等小区，租住人流大，周围缺乏地铁，急切需要共享单车。
2。但是滴滴青桔单车、美团单车等共享单车，纷纷不在此处运营。
3。希望上庄镇政府联系几家共享单车的企业，将运营区间扩大，满足老百姓的急切需求
谢谢"
43,16275497,海淀区委书记王合生,跨G7自行车道,建言,交通,已办理,2022-10-14 12:38:40,为缓解清河和上地交通压力，完善清河站慢行系统，促进西二旗、西三旗、上地商业，建议增设跨g7的自行车道，可以结合北京市专用自行车道计划一起建设。
44,16258567,海淀区委书记王合生,冷泉村拆迁进程,建言,城建,已办理,2022-10-12 18:26:08,冷泉村自从说要拆迁到现在已经有三四年了，之前有些动作，之后就搁置了，到目前为止已经有一年的时间没消息了，大家也都把房全都盖起来了，请问：1、冷泉村什么时候继续进行腾退工作？2、腾退未继续进行的真正原因是什么？3、若继续进行腾退的补偿政策是什么？
45,16220760,海淀区委书记王合生,请将小米西侧用地作为周边小区和科技园区的公园,建言,文娱,已办理,2022-10-08 17:16:08,西二旗区域人流众多，有多个居民小区和小米、移动元中心等科技园区。交通拥堵，人流众多，缺乏绿地。请将小米西侧空地作为西二旗地区的绿地公园，让老百姓有个遛弯儿，娱乐的场所
46,16210137,海淀区委书记王合生,北清路路面大坑,建言,交通,已办理,2022-10-07 09:17:01,北青路和友谊路交叉口，北清路往西方向没过友谊路，路面那么大的一个大坑，持续了两个礼拜，道路要快速化在施工，两边那么多工程人员，却没有任何人来处理，难道是没看见吗。请相关部门及时修补道路路面，确保人员车辆包括非机动车辆安全，那么大一个坑极易道路安全事故。
47,16205572,海淀区委书记王合生,金英杰教育不退费,建言,教育,已办理,2022-10-06 13:01:34,本人因考试需求，五月份报金英杰线下技能培训班，因疫情原因未开课，于五月六号左右申请退费701元，之前承诺40-60个工作日退费，至今日未收到退款！打金英杰官方电话客服各种理由拖欠不处理。求助一下领导帮忙解决！
48,16189801,海淀区委书记王合生,南沙河上庄码头,建言,城建,已办理,2022-10-03 18:20:30,"您好
1.南沙河上庄码头什么时间开通运营？
2.这条游船的航线情况，还请介绍下。起点是上庄码头，终点是稻香湖码头吗？
谢谢"
49,16185373,海淀区委书记王合生,楼梯老旧有坑，走路时常踩空,建言,城建,已办理,2022-10-03 00:09:13,"尊敬的王书记：
  您好！
  目前海淀区建材城东一里4号楼1单元内，楼梯老旧，坑洼不平，楼梯缺角，走路时常踩空，不慎者易出现扭脚、磕碰、滚落等危险，严重影响百姓居住环境，降低生活幸福指数。
  望您百忙之中，能够关注此事。"
50,16178607,海淀区委书记王合生,清华大学紫荆公寓邮政所长期不营业处于暂停状态,建言,交通,已办理,2022-10-01 21:44:04,"您好,清华大学学生公寓大多分布在学校北侧,为服务学生用邮需求,因此当时成立了紫荆邮政所,就在学校北侧.但近一年以来,这个邮政所一直处于暂停状态,同学们去寄挂号信非常不方便,只能去清华支局,距离很远,希望能恢复紫荆邮政所,而且我实地看过那里只是没有人,设备都还在,不知道为啥暂停了很久,并没有恢复."
51,16177370,海淀区委书记王合生,金雅园卫生问题,建言,城建,已办理,2022-10-01 18:08:53,金雅园物业垃圾清运处理人员，侵占居住在金雅园5号楼3单元楼道警卫室，该警卫室为业主公摊面积，未经过业主允许，物业私自让其居住。并且该人员极其不讲卫生，所住警卫室恶臭难闻，造成整个楼道里楼上都有臭味。进出居民实在无法忍受！蟑螂满楼道爬！而且该人还将捡拾垃圾对方在单元门口外，容易引起火灾。希望将不要侵占业主公摊面积！改善居住环境！
52,16175706,海淀区委书记王合生,月泉路南侧停车场进去口缓坡拆除问题,建言,交通,已办理,2022-10-01 12:57:46,"尊敬的领导您好：
近日海淀区月泉路南侧商服楼停车场马路牙进出缓坡(停车场自行安装橡胶缓坡，已存在多年）被政府相关部门拆除。对进出车辆造成极大不方便，车辆进出托底盘，进出车辆缓慢，因道路为一车道，对后方车辆造成拥堵。
建议：重新安装缓坡或降低车辆出入口马路牙高度。"
53,16168316,海淀区委书记王合生,小区违章扩建，私自圈占公共绿地,建言,城建,已办理,2022-09-30 14:22:11,"1北蜂窝路22号院多家住户将一层阳台上更换成门 ，同时通过砌墙，拉网等方式直接侵占大量小区公共空间，做为私家院子或者房屋附属结构；

2.违建扩建严重改变了原有小区的楼间距以及公共活动空间，行人不便，车辆通行不便，被迫形成单行道，小区建筑结构混乱不堪。

这些住户将将本属于公共区域的小区空间占为己有，破坏小区环境进行私有化，非法扩大和扩建自己的使用面积，直接严重的改变了小区原有的规划，侵占小区其他业主利益，影响了其他业主的正常生活。

诉求:
恢复小区原有的规划，依法拆除扩建和违建。恢复其他业主的正常生活。
希望城管同志按照工作流程及规则，深入调查（查看房产房本，查实圈占区域非此业主所有），秉公执法，认真负责，做保护老百姓利益的政府人员。
谢谢!"
54,16159236,海淀区委书记王合生,退费问题,建言,教育,已办理,2022-09-29 15:06:04,"

本人按照合同约定2021年11月报考开**事业编课程，
合同约定2022.7.30日考不过退全款，缴费金额12800，现无法联系，找不到人，诱导学员分期还款，疫情影响，没有固定收入，现在还着贷款，压力巨大，让赶快还12800，希望领导协助解决。"
55,16151127,海淀区委书记王合生,要求退款,建言,企业,已办理,2022-09-28 18:18:00,"2022年9月23日，我在五路居爱*美摄影选照片时遭遇了消费诱导和欺诈，损失5500元。
一周前我在爱*美拍了一个亲子摄影套餐，选片时遇到消费诱导和欺诈：1）洗脑式协助选片：总说一些没有那么好的照片特别美，反复洗脑，让我觉得怎么删都删不到合理张数。2）看照片删不下去，就不断打断我的选片，一次次反复推销充值办卡。3）欺诈手段：我说办卡算下来还是很贵，以前在网上销售那里买很便宜，店员说现在网上都不卖便宜套餐了。回家后我问了网销，网销说，一切同前（如图1）。这是我上当的最重要诱因，所以，让我办卡是在欺骗前提下达成的协议！
于是，我在被刻意欺骗的情况下接受了办卡套餐，充值了5500元办会员卡（如图2），就可以这次拍摄多送25张照片。
当我第二天提出退卡的时候，他们就说我已经拿走了多余的25张照片，要退那5500的卡就要按原价70一张，收我1750元！
请相关部门彻查爱*美的诱导消费、欺诈问题，帮助我退掉会员卡，谢谢！"
56,16133903,海淀区委书记王合生,海淀区魏公村佳苑附近半夜施工扰民,建言,城建,已办理,2022-09-27 00:19:04,近日，海淀区魏公村佳苑附近每晚半夜施工，卡车呼啸，机器轰鸣，噪音非常大，严重影响周边居民休息，请领导予以解决，还居民一个安静的睡眠。
57,16133601,海淀区委书记王合生,葛洲坝紫郡兰园业主违规封闭公共区域，改造下跃,建言,城建,已办理,2022-09-26 23:18:48,葛洲坝北京紫郡兰园的大量一层业主，把负一层公共区域封闭起来占为己有。实际上，负一层是仓储房本，不得用于住宅，更不得封闭业主共有的公共区域。目前，北京已经明令禁止地下仓储用房改为居住房，销售人员不能以‘可居住’为噱头引导甚至帮助购房者购买及违规改造，开发商更不能直接将仓储建成住宅交付购房者。”请求海淀区房管局来现场调查紫郡兰园违规侵占公共区域、改造下跃。
