,序号,领导,标题,类型,领域,状态,创建日期,详细内容
11,16214062,东城区区长周金星,求助,建言,企业,已办理,2022-10-07 21:11:52, 2022年9月，北京喜x婚恋服务有限公司销售先后两次电话称公司为未婚青年提供婚恋服务，希望面谈评估个人情况。9月24号线下面谈，该公司总监在密闭小房间内和我交谈三小时，期间不停推销十多万元结婚套餐和六万订婚套餐，并引导订婚套餐更核算，在我思考能力严重降低情形下，进行诱导消费，并引导使用花呗、信用卡分期等分期贷款方式支付服务费，称以往都是这么操作。签约后，该公司也未提供任何收据发票。25日上午，我微信联系红娘询问发票事宜，红娘表示公司审核后提供（十一假期后）。当晚，多方考虑，我微信提出解除合同并全额退款诉求，希望在未接受该公司服务前妥善解决退费事宜。10月2日我前往公司现场协商，公司先说无法退款，后又表示可以退款，但按照合同条款要扣除总金额30%的违约金。我认为该条款为霸王条款，严重加重了消费者的心理负担。且该公司在签订该格式合同前、中对消费者利益关切的重要条款均未向我说明、提醒、逐条解释，只是把我该签字的地方指出让我签字，未履行解说义务，侵犯了消费者知情权，我主张该合同是无效的。希望东城区政府相关部门帮助完成退款有关事宜。盼回复。
12,16098475,东城区区长周金星,北新桥板桥胡同拆迁滞留区,建言,城建,已办理,2022-09-23 11:57:10,北新桥板桥胡同5号7号拆迁滞留区院内已经走了好几户人家，这么多年一直搁置，后续如何安排这两个院？
13,16087841,东城区区长周金星,请问东四北大街400-426号近两年是否腾退,建言,城建,已办理,2022-09-22 11:33:59,"领导您好:
   请问近两年东四北大街400-426号是否有腾退计划，因为计划明年结婚，如果不腾退想把房子重新装修一下，请问直管公房可以进行装修吗？谢谢"
14,15981325,东城区区长周金星,定安里38号院院内平房违建占地,建言,城建,已办理,2022-09-11 18:21:36,定安里38号院院内平房违建占地，影响车辆进出，院内完全没有余地，如果发生火灾，消防车能进来灭火吗，有救火通道吗。希望早日整顿小区环境，换公共空间于大家。
15,15927326,东城区区长周金星,高楼拋物急待治理,建言,治安,已办理,2022-09-06 07:53:25,近期，幸福家园三期临幸福大街福奈特洗衣店偏南处楼上多次出现高楼拋物，危及楼下行人安全！抛物包括马克笔、蜡笔等。此处人员行走往来很多，尤其是晚饭后是溜弯儿的老人孩子都较多，自8月份已发生路过行人被楼上抛物击中，衣物受污损情况！切盼相关部门采取措施恢复秩序，追究屡次肇事者责任，避免更严重事件发生，保障群众生命安全！
16,15906745,东城区区长周金星,富强胡同退租,建言,城建,已办理,2022-09-03 20:50:51,"尊敬的领导您好：
我想咨询一下今年或者明年，咱们东城区东华门 富强胡同是否有退租计划？"
17,15869783,东城区区长周金星,东城区永外街道革新南路南侧辅路盲道断开,建言,城建,已办理,2022-08-30 22:33:01,"1。革新南路南侧道路便到上有几间未拆除的房子，阻碍交通，人行道缺失，盲道断开，影响居民和行人出行。行人需占用自行车道行走，非常危险。
2。革新南路路侧停车有近一半车位施画为黄色网格禁停车位，浪费空间。"
18,15836646,东城区区长周金星,求助开具未享受拆迁补偿证明,建言,政务,已办理,2022-08-27 07:24:58,"尊敬的领导，您好！

本人和家庭2020年在北京东城和平里买房（唯一住房），同年户口落到东城区和平里街道。因安徽老家拆迁，家乡政府要求本人提供在户籍所在地（东城和平里）未享受过拆迁补偿的证明，并要求该证明由街道开具，方可拿到相应补偿。本人与街道沟通多次无果，答复无此业务，但相应证明在其他省份都能开具。本来很容易弄清楚的事，变成了按程序无法证明的事情。老家拆迁对证明材料又有时限要求，本人和家庭这段时间都很焦虑，找不到解决办法。

恳请政府支持！"
19,15779902,东城区区长周金星,一公厕关闭，周边可见大小便，影响东城形象,建言,城建,已办理,2022-08-21 08:20:36,"周区长您好！

位于东城区龙潭东路与左安门内大街交叉口东200米的 一处公厕长期关闭，附近没有别的公共厕所，该厕所周边可见随处大小便，严重影响我东城形象。
另外，该公共厕所也是临近角楼图书馆的唯一一处公共厕所，该公共厕所长期关闭，导致在角楼图书馆读书的群众要去很远的地方如厕，很不方便。
请区长在百忙之中安排督促解决，恢复该公厕开放，谢谢！



"
20,15748017,东城区区长周金星,公共交通是消费和产业发展掣肘，亟需加快微循环,建言,交通,已办理,2022-08-17 15:44:48,"公共交通已成东城区文化消费、新兴消费和产业发展的掣肘，亟需加快公交微循环建设。

东城区南小街及东二环一带大量居民，距王府井、隆福大厦等都在2-3公里左右，不远不近，却没有直达公共交通，换乘需要近1个小时。公交短板困住了孩子、老人，影响家庭化出行和消费。
南小街两侧电动自行车商店众多，数十米一个，外地同事表示甚至有点儿像县城，违规低速电动车也屡禁不止，究其原因就是公共交通太不便利。东二环辅路、金宝街、金鱼胡同、灯市口西街等竟然有路无车。
与之相对称的西城区同样位置，西二环辅路、广宁伯街、辟才胡同等，公共交通众多，极大地带动了区域产业和消费。
为进一步激发王府井消费内生动力、隆福寺园区产业及消费影响力，急需建立经由 东二环辅路、南竹杆胡同、金宝街、金鱼胡同（王府井）、隆福大厦等微循环公交，（驻场站可考虑：东大桥、北京站、东直门、朝阳门快2站等），将银河SOHO、王府井、隆福寺等串接起来，共同焕发老东城活力。
建议东城区有关部门跟公交集团认真研究与沟通，切实反映实际诉求，再做答复。"
21,15697759,东城区区长周金星,公房可否售卖,建言,城建,已办理,2022-08-11 20:16:53,领导好！芍药居北里118号楼一半房屋是军房，一半房屋是公房，公房归东城区房管局管理，由于半地下室都是租户，室内房屋多存在暖气老化，水管老化，设施老旧，存在一定的安全隐患，租户肯定不舍得自己大修，各位领导有否考虑这些公房往外出售，让符合条件的租户优先购买，因为这些租户也都是老租户了，自己买的话肯定会好好检修，避免一些安全隐患问题！望领导多加考虑，谢谢
22,15678972,东城区区长周金星,花市北里中区13号楼，能否协助拆除防盗网,建言,城建,已办理,2022-08-09 20:01:46,区长您好，我是东花市北里中区13号楼6门1**居民，现在13号楼在修外墙，能否一并把我家的防盗网拆除，这样外墙修复也更彻底一些，谢谢。
23,15656336,东城区区长周金星,房顶漏水,建言,城建,已办理,2022-08-06 23:59:09,左安浦园小区楼顶整体泡水，致使顶层人家均漏水，墙体泡水，因区住建委不能提供公维基金，使得不能进行维修，望政府协调各方解决为盼！
24,15626365,东城区区长周金星,青年湖东里违建,建言,城建,已办理,2022-08-03 12:52:06,东城青年湖东里是21年公示的老旧改造小区，小区里有很多违建，比如2，3，4，5等等很多号楼等一楼扩建，私搭，飘窗等，请问这些在本次小区改造过程中会被拆除么？什么时候会拆除？不拆除的话依据是什么？目前小区已经在改造施工了，但没有看到被拆除。谢谢
25,15617962,东城区区长周金星,关于老旧小区改造,建言,城建,已办理,2022-08-02 14:11:56,由于疫情很多工程工作都受到了影响，想了解一下关于体育馆路街道2022、2023年老旧小区改造的情况，2022～2024还有老旧小区改造计划吗？
26,15566687,东城区区长周金星,希望尽快旧房改造，雨季漏雨明显,建言,城建,已办理,2022-07-27 20:28:42,崇文门西大街4.6.8号楼已于2020年纳入旧房改造，现已过近2年，但一直未动工。现在正处雨季，楼房外立面渗水严重，哪怕是小雨也会从外墙渗进屋里，恳请尽快进行旧房改造，感谢。
27,15421882,东城区区长周金星,合理设置核酸采集点,建言,医疗,已办理,2022-07-13 16:08:25,东城区校尉南口有一处核酸采集点，因为方圆千米只此一家，加之它面临的周边商家店铺大小公司几千家（王府井、王府中环、东安市场、东方广场、煤渣社区、协和医院、北京饭店、希尔顿酒店等等），故开采以来每天采集量超级大，全天都是人满为患，基本上全时段都是二三百人，已经远远超出了20分钟的等候时间。希望在此处周边再增设一两处核酸采集点（同时希望尽量选择阴凉地方），请尽快改善！谢谢！
28,14436517,东城区区长周金星,关于办理五证合一停车优惠的咨询及建议,建言,城建,已办理,2022-04-30 17:41:55,"
    您好！我是东城区金鱼池中街2号院居民，我的五证合一材料（房本、户口本、身份证、行驶证、驾驶证）已于今年一季度提交居委会，申请获得住所周边停车优惠。
    近日，居委会反馈小区周边车位有限，已经分配完毕，后续等待通知。但就个人观察，无论是西晓市街还是南桥湾街，车位空置率均相当高，每次回家随时都有车位，所以要么政府是没放几个指标，要么是申请到的车主平时都不停车，因为所有流程不公开，该现象耐人寻味。
   鉴于车位是公共资源，建议响应中央巡视反馈精神，做到全程公开透明：一是每季度对剩余指标和已申请的车辆停车时间进行公示，方便各方监督；二是对正在申请的车牌进行公示，明确资格和排序。
  妥否，请阅示。
                                                                   东城区市民 "
29,14000613,东城区区长周金星,关于体育课内容,建言,教育,已办理,2022-04-02 16:19:15,区长：您好！很高兴能有机会留言给您，希望您看到，且收到效果。这两年，国家越来越重视体育，我觉得应该重视跑步最好的锻炼方式，是所有运动最基础的运动。我孩子是小学，我想找一个培训孩子正确跑步姿势的训练班好久，但是不是发展职业化就是体育应试教育的班，所以我就想跟您建议和咱们区教委提议一下从小学培养孩子正确的跑步姿势，鼓励孩子们多跑步爱跑步，循序渐进把跑步锻炼变成习惯。此致……敬礼
30,13943027,东城区区长周金星,物业不作为，造成业主对楼顶违建房屋拆除抵触,建言,城建,已办理,2022-03-28 20:12:53,尊敬的领导，这里是东城区华冠丽景小区业主，我们小区现在正在强拆顶楼自建房，大多数业主是能接受政府规划政策的。但物业和执法队1、没有给业主宣传政策规定，当时盖违建房屋的时候都是被物业获批的，现在既然要拆，应该做好业主的思想动员工作。2、没有切实解决业主的实际困难，大家建顶楼主要也是为了防漏水，开始跟我们说的是拆除和做防水一起干，我们才同意的。现在强拆，不做防水了，先铺塑料布，这样漏水问题不解决，后患无穷，老房子本来防水就做得不好，一旦漏水，整栋楼都漏，到时这损失又怎么解决。所以我觉得，强拆可以，但后续的服务应该跟上，希望领导能关注此事。
31,12933928,东城区区长周金星,东城区定安里8号楼后厂房及空地改造建议,建言,城建,已办理,2022-02-17 10:22:10,"领导好，

东城区永外街道定安里社区8号楼后有一大片厂房和空地，厂房作为停电动车自行车的地方已经许久未使用，目前应为闲置状态。厂房旁边有一处空地，也始终空着。定安里社区平房多、建设乱、道路挤、绿化少，尤其7-8号楼始终未进行老旧改造。能否将后面这些闲置地点改造为小公园，增加社区绿化、提供悠闲去处？

希望老旧小区改造主管部门认真考虑，公开答复。谢谢！"
32,12482162,东城区区长周金星,建议解决北京医院停车难问题,建言,交通,已办理,2022-01-04 14:17:46,北京医院周边停车位少，道路拥堵，建议综合施策，解决停车难问题，提升居民幸福感，获得感。
